Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RaceName
0 days 00:29:16.824000,GAS,10,,14.0,1.0,,0 days 00:29:16.873000,0 days 00:00:30.247000,0 days 00:00:24.226000,,0 days 00:27:49.934000,0 days 00:28:14.326000,,265.0,280.0,,280.0,False,ULTRASOFT,13.0,True,Toro Rosso,0 days 00:27:19.617000,,1,18.0,,,False,False,2018,Australian Grand Prix
0 days 00:44:00.061000,PER,11,0 days 00:01:48.875000,24.0,1.0,,0 days 00:43:40.427000,0 days 00:00:30.198000,0 days 00:00:24.283000,0 days 00:00:54.394000,0 days 00:42:41.392000,0 days 00:43:05.675000,0 days 00:44:00.069000,264.0,291.0,,295.0,False,ULTRASOFT,23.0,True,Force India,0 days 00:42:11.186000,,21,13.0,,,False,False,2018,Australian Grand Prix
0 days 00:47:19.130000,ALO,14,0 days 00:02:20.530000,26.0,1.0,,0 days 00:46:59.732000,0 days 00:00:42.712000,0 days 00:00:32.073000,0 days 00:01:05.745000,0 days 00:45:41.347000,0 days 00:46:13.420000,0 days 00:47:19.165000,168.0,205.0,,246.0,False,ULTRASOFT,25.0,True,McLaren,0 days 00:44:58.600000,,26,5.0,,,False,False,2018,Australian Grand Prix
0 days 00:38:12.757000,LEC,16,0 days 00:01:48.767000,20.0,1.0,,0 days 00:37:53.289000,0 days 00:00:30.205000,0 days 00:00:23.992000,0 days 00:00:54.570000,0 days 00:36:54.225000,0 days 00:37:18.217000,0 days 00:38:12.787000,270.0,294.0,,295.0,False,SUPERSOFT,19.0,True,Sauber,0 days 00:36:23.990000,,1,17.0,,,False,False,2018,Australian Grand Prix
0 days 00:50:34.589000,LEC,16,0 days 00:02:19.646000,27.0,2.0,,0 days 00:50:14.593000,0 days 00:00:40.761000,0 days 00:00:32.758000,0 days 00:01:06.127000,0 days 00:48:55.734000,0 days 00:49:28.492000,0 days 00:50:34.619000,187.0,206.0,,195.0,False,SOFT,7.0,True,Sauber,0 days 00:48:14.943000,,64,14.0,,,False,False,2018,Australian Grand Prix
0 days 00:45:58.137000,STR,18,0 days 00:02:00.771000,25.0,1.0,,0 days 00:45:35.482000,0 days 00:00:30.682000,0 days 00:00:24.204000,0 days 00:01:05.885000,0 days 00:44:28.061000,0 days 00:44:52.265000,0 days 00:45:58.150000,264.0,290.0,,281.0,False,SUPERSOFT,24.0,True,Williams,0 days 00:43:57.366000,,126,13.0,,,False,False,2018,Australian Grand Prix
0 days 00:54:05.722000,STR,18,0 days 00:01:52.536000,29.0,2.0,,0 days 00:53:47.069000,0 days 00:00:32.924000,0 days 00:00:25.484000,0 days 00:00:54.128000,0 days 00:52:46.123000,0 days 00:53:11.607000,0 days 00:54:05.735000,234.0,277.0,,261.0,False,SOFT,4.0,True,Williams,0 days 00:52:13.186000,,4,13.0,,,False,False,2018,Australian Grand Prix
0 days 00:45:26.345000,VAN,2,0 days 00:01:48.016000,25.0,1.0,,0 days 00:45:08.049000,0 days 00:00:30.049000,0 days 00:00:24.152000,0 days 00:00:53.815000,0 days 00:44:08.385000,0 days 00:44:32.537000,0 days 00:45:26.352000,266.0,283.0,,278.0,False,ULTRASOFT,24.0,True,McLaren,0 days 00:43:38.329000,,126,7.0,,,False,False,2018,Australian Grand Prix
0 days 00:40:39.633000,MAG,20,0 days 00:01:47.390000,22.0,1.0,,0 days 00:40:20.801000,0 days 00:00:29.749000,0 days 00:00:24.003000,0 days 00:00:53.638000,0 days 00:39:22.043000,0 days 00:39:46.046000,0 days 00:40:39.684000,263.0,284.0,,283.0,False,ULTRASOFT,24.0,False,Haas F1 Team,0 days 00:38:52.243000,,1,9.0,,,False,False,2018,Australian Grand Prix
0 days 00:43:44.390000,HUL,27,0 days 00:01:48.142000,24.0,1.0,,0 days 00:43:24.644000,0 days 00:00:30.002000,0 days 00:00:23.906000,0 days 00:00:54.234000,0 days 00:42:26.284000,0 days 00:42:50.190000,0 days 00:43:44.424000,270.0,293.0,,288.0,False,ULTRASOFT,26.0,False,Renault,0 days 00:41:56.248000,,12,10.0,,,False,False,2018,Australian Grand Prix
0 days 00:09:13.750000,HAR,28,0 days 00:02:05.584000,1.0,,,0 days 00:08:55.152000,,0 days 00:00:26.123000,0 days 00:00:58.018000,,0 days 00:08:16.487000,0 days 00:09:13.931000,258.0,285.0,,263.0,False,nan,,True,Toro Rosso,0 days 00:07:07.988000,,,20.0,,,False,False,2018,Australian Grand Prix
0 days 00:41:45.900000,HAR,28,0 days 00:02:01.527000,22.0,1.0,,0 days 00:41:26.417000,0 days 00:00:30.785000,0 days 00:00:26.591000,0 days 00:01:04.151000,0 days 00:40:15.204000,0 days 00:40:41.795000,0 days 00:41:45.946000,264.0,249.0,,,False,SOFT,21.0,True,Toro Rosso,0 days 00:39:44.373000,,12,17.0,,,False,False,2018,Australian Grand Prix
0 days 00:47:07.600000,RIC,3,0 days 00:02:17.173000,26.0,1.0,,0 days 00:46:48.949000,0 days 00:00:43.039000,0 days 00:00:30.926000,0 days 00:01:03.208000,0 days 00:45:33.472000,0 days 00:46:04.398000,0 days 00:47:07.606000,242.0,209.0,,268.0,False,SUPERSOFT,28.0,False,Red Bull Racing,0 days 00:44:50.427000,,26,4.0,,,False,False,2018,Australian Grand Prix
0 days 00:42:33.703000,OCO,31,0 days 00:01:47.849000,23.0,1.0,,0 days 00:42:15.180000,0 days 00:00:30.072000,0 days 00:00:24.114000,0 days 00:00:53.663000,0 days 00:41:15.926000,0 days 00:41:40.040000,0 days 00:42:33.703000,272.0,292.0,,298.0,False,ULTRASOFT,22.0,True,Force India,0 days 00:40:45.854000,,12,14.0,,,False,False,2018,Australian Grand Prix
0 days 00:39:14.459000,VER,33,0 days 00:01:46.361000,21.0,1.0,,0 days 00:38:56.371000,0 days 00:00:30.064000,0 days 00:00:23.702000,0 days 00:00:52.595000,0 days 00:37:58.170000,0 days 00:38:21.872000,0 days 00:39:14.467000,,293.0,,289.0,False,SUPERSOFT,23.0,False,Red Bull Racing,0 days 00:37:28.098000,,1,13.0,,,False,False,2018,Australian Grand Prix
0 days 00:35:39.149000,HAM,44,0 days 00:01:45.050000,19.0,1.0,,0 days 00:35:20.123000,0 days 00:00:29.209000,0 days 00:00:23.554000,0 days 00:00:52.287000,0 days 00:34:23.323000,0 days 00:34:46.877000,0 days 00:35:39.164000,,290.0,,296.0,False,ULTRASOFT,20.0,False,Mercedes,0 days 00:33:54.099000,,1,2.0,,,False,False,2018,Australian Grand Prix
0 days 00:46:27.991000,VET,5,0 days 00:02:05.108000,26.0,1.0,,0 days 00:46:08.993000,0 days 00:00:30.310000,0 days 00:00:32.642000,,0 days 00:44:53.196000,0 days 00:45:25.838000,,272.0,214.0,,288.0,False,ULTRASOFT,28.0,False,Ferrari,0 days 00:44:22.883000,,26,1.0,,,False,False,2018,Australian Grand Prix
0 days 00:40:56.910000,SAI,55,0 days 00:01:55.942000,22.0,1.0,,0 days 00:40:35.965000,0 days 00:00:30.098000,0 days 00:00:28.905000,0 days 00:00:56.939000,0 days 00:39:31.066000,0 days 00:39:59.971000,0 days 00:40:56.910000,,277.0,,278.0,False,ULTRASOFT,24.0,False,Renault,0 days 00:39:00.968000,,1,15.0,,,False,False,2018,Australian Grand Prix
0 days 00:34:15.487000,RAI,7,0 days 00:01:45.858000,18.0,1.0,,0 days 00:33:56.979000,0 days 00:00:29.467000,0 days 00:00:23.773000,0 days 00:00:52.618000,0 days 00:32:59.107000,0 days 00:33:22.880000,0 days 00:34:15.498000,277.0,291.0,,294.0,False,ULTRASOFT,20.0,False,Ferrari,0 days 00:32:29.629000,,1,3.0,,,False,False,2018,Australian Grand Prix
0 days 00:45:29.420000,BOT,77,0 days 00:01:46.549000,25.0,1.0,,0 days 00:45:10.528000,0 days 00:00:29.468000,0 days 00:00:23.851000,0 days 00:00:53.230000,0 days 00:44:12.346000,0 days 00:44:36.197000,0 days 00:45:29.427000,268.0,288.0,,297.0,False,ULTRASOFT,27.0,False,Mercedes,0 days 00:43:42.871000,,126,9.0,,,False,False,2018,Australian Grand Prix
0 days 00:43:41.044000,GRO,8,0 days 00:01:49.039000,24.0,1.0,,0 days 00:43:20.784000,0 days 00:00:30.104000,0 days 00:00:23.875000,0 days 00:00:55.060000,0 days 00:42:22.142000,0 days 00:42:46.017000,0 days 00:43:41.077000,268.0,293.0,,280.0,False,ULTRASOFT,26.0,False,Haas F1 Team,0 days 00:41:52.005000,,21,7.0,,,False,False,2018,Australian Grand Prix
0 days 00:16:49.586000,ERI,9,,6.0,1.0,,0 days 00:16:49.622000,0 days 00:00:30.840000,0 days 00:00:24.446000,,0 days 00:15:34.313000,0 days 00:15:58.602000,,267.0,285.0,,293.0,False,SUPERSOFT,5.0,True,Sauber,0 days 00:15:03.262000,,2,18.0,,,False,False,2018,Australian Grand Prix
0 days 00:33:01.877000,GAS,10,0 days 00:01:39.656000,15.0,1.0,,0 days 00:33:00.199000,0 days 00:00:31.028000,0 days 00:00:42.250000,0 days 00:00:26.378000,0 days 00:31:53.289000,0 days 00:32:35.539000,0 days 00:33:01.917000,229.0,253.0,,284.0,False,SUPERSOFT,17.0,False,Toro Rosso,0 days 00:31:22.221000,,1,5.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:03:52.545000,GAS,10,0 days 00:01:39.077000,34.0,2.0,,0 days 01:03:51.038000,0 days 00:00:30.989000,0 days 00:00:41.737000,0 days 00:00:26.351000,0 days 01:02:44.497000,0 days 01:03:26.234000,0 days 01:03:52.585000,,248.0,,279.0,False,SOFT,19.0,True,Toro Rosso,0 days 01:02:13.468000,,1,5.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:23:32.236000,PER,11,0 days 00:01:41.242000,9.0,1.0,,0 days 00:23:30.511000,0 days 00:00:30.907000,0 days 00:00:43.131000,0 days 00:00:27.204000,0 days 00:22:21.924000,0 days 00:23:05.055000,0 days 00:23:32.259000,237.0,245.0,,325.0,False,SOFT,8.0,True,Force India,0 days 00:21:50.994000,,1,15.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:01:19.985000,PER,11,0 days 00:01:40.363000,32.0,2.0,,0 days 01:01:18.388000,0 days 00:00:30.959000,0 days 00:00:42.593000,0 days 00:00:26.811000,0 days 01:00:10.604000,0 days 01:00:53.197000,0 days 01:01:20.008000,236.0,251.0,,306.0,False,MEDIUM,23.0,True,Force India,0 days 00:59:39.622000,,1,12.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:31:32.332000,ALO,14,0 days 00:01:40.167000,14.0,1.0,,0 days 00:31:30.610000,0 days 00:00:30.956000,0 days 00:00:42.133000,0 days 00:00:27.078000,0 days 00:30:23.152000,0 days 00:31:05.285000,0 days 00:31:32.363000,235.0,257.0,,294.0,False,SOFT,13.0,True,McLaren,0 days 00:29:52.165000,,1,7.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:12:11.240000,ALO,14,0 days 00:01:39.378000,39.0,2.0,,0 days 01:12:09.508000,0 days 00:00:30.778000,0 days 00:00:41.923000,0 days 00:00:26.677000,0 days 01:11:02.671000,0 days 01:11:44.594000,0 days 01:12:11.271000,,256.0,,290.0,False,MEDIUM,25.0,True,McLaren,0 days 01:10:31.862000,,1,6.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:13:26.885000,LEC,16,0 days 00:02:08.581000,3.0,1.0,,0 days 00:13:25.236000,0 days 00:00:39.210000,0 days 00:00:53.089000,0 days 00:00:36.282000,0 days 00:11:57.536000,0 days 00:12:50.625000,0 days 00:13:26.907000,217.0,203.0,,181.0,False,SOFT,2.0,True,Sauber,0 days 00:11:18.304000,,6,16.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:04:48.835000,LEC,16,0 days 00:01:42.740000,34.0,2.0,,0 days 01:04:47.376000,0 days 00:00:32.481000,0 days 00:00:43.187000,0 days 00:00:27.072000,0 days 01:03:38.598000,0 days 01:04:21.785000,0 days 01:04:48.857000,235.0,251.0,,239.0,False,MEDIUM,31.0,True,Sauber,0 days 01:03:06.095000,,1,16.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:25:14.889000,STR,18,0 days 00:01:41.617000,10.0,1.0,,0 days 00:25:13.150000,0 days 00:00:31.322000,0 days 00:00:42.941000,0 days 00:00:27.354000,0 days 00:24:04.622000,0 days 00:24:47.563000,0 days 00:25:14.917000,236.0,246.0,,301.0,False,SOFT,9.0,True,Williams,0 days 00:23:33.272000,,12,16.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:56:20.860000,STR,18,0 days 00:01:42.258000,29.0,2.0,,0 days 00:58:24.983000,0 days 00:00:31.334000,0 days 00:00:43.716000,0 days 00:00:27.208000,0 days 00:55:09.964000,0 days 00:55:53.680000,0 days 00:56:20.888000,237.0,245.0,,297.0,False,SUPERSOFT,19.0,True,Williams,0 days 00:54:38.602000,,1,11.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:25:07.788000,VAN,2,0 days 00:01:40.646000,10.0,1.0,,0 days 00:25:06.055000,0 days 00:00:31.202000,0 days 00:00:42.418000,0 days 00:00:27.026000,0 days 00:23:58.344000,0 days 00:24:40.762000,0 days 00:25:07.788000,233.0,255.0,,294.0,False,SUPERSOFT,9.0,True,McLaren,0 days 00:23:27.142000,,12,14.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:54:40.853000,VAN,2,0 days 00:01:39.693000,28.0,2.0,,0 days 00:54:39.430000,0 days 00:00:31.208000,0 days 00:00:42.010000,0 days 00:00:26.475000,0 days 00:53:32.368000,0 days 00:54:14.378000,0 days 00:54:40.853000,,251.0,,,False,SOFT,18.0,True,McLaren,0 days 00:53:01.160000,,1,11.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:29:51.334000,MAG,20,0 days 00:01:39.865000,13.0,1.0,,0 days 00:29:49.590000,,,0 days 00:00:26.578000,,,0 days 00:29:51.390000,,,,,False,SUPERSOFT,15.0,False,Haas F1 Team,0 days 00:28:11.469000,,1,7.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:52:47.502000,MAG,20,0 days 00:01:39.319000,27.0,2.0,,0 days 00:52:45.798000,0 days 00:00:30.613000,0 days 00:00:42.254000,0 days 00:00:26.452000,0 days 00:51:38.823000,0 days 00:52:21.077000,0 days 00:52:47.529000,235.0,252.0,,297.0,False,SUPERSOFT,17.0,False,Haas F1 Team,0 days 00:51:08.183000,,12,7.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:33:07.736000,HUL,27,0 days 00:01:40.010000,15.0,1.0,,0 days 00:33:07.480000,0 days 00:00:30.958000,0 days 00:00:42.334000,0 days 00:00:26.718000,0 days 00:31:58.694000,0 days 00:32:41.028000,0 days 00:33:07.746000,236.0,256.0,,292.0,False,SUPERSOFT,17.0,False,Renault,0 days 00:31:27.726000,,1,6.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:12:08.939000,HUL,27,0 days 00:01:39.445000,39.0,2.0,,0 days 01:12:07.227000,0 days 00:00:30.778000,0 days 00:00:42.062000,0 days 00:00:26.605000,0 days 01:11:00.282000,0 days 01:11:42.344000,0 days 01:12:08.949000,234.0,244.0,,283.0,False,SOFT,24.0,True,Renault,0 days 01:10:29.494000,,1,4.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:41:25.902000,HAR,28,0 days 00:01:40.643000,20.0,1.0,,0 days 00:41:24.566000,0 days 00:00:31.168000,0 days 00:00:42.722000,0 days 00:00:26.753000,0 days 00:40:16.445000,0 days 00:40:59.167000,0 days 00:41:25.920000,233.0,255.0,,285.0,False,SUPERSOFT,19.0,True,Toro Rosso,0 days 00:39:45.259000,,1,6.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:17:30.230000,HAR,28,0 days 00:01:40.358000,42.0,2.0,,0 days 01:17:29.256000,0 days 00:00:31.492000,0 days 00:00:42.309000,0 days 00:00:26.557000,0 days 01:16:21.382000,0 days 01:17:03.691000,0 days 01:17:30.248000,229.0,255.0,,291.0,False,SOFT,22.0,True,Toro Rosso,0 days 01:15:49.872000,,1,11.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:33:14.307000,OCO,31,0 days 00:01:40.991000,15.0,1.0,,0 days 00:33:12.573000,0 days 00:00:31.063000,0 days 00:00:42.838000,0 days 00:00:27.090000,0 days 00:32:04.394000,0 days 00:32:47.232000,0 days 00:33:14.322000,,253.0,,304.0,False,SUPERSOFT,17.0,False,Force India,0 days 00:31:33.316000,,1,9.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:06:03.880000,OCO,31,0 days 00:01:40.968000,35.0,2.0,,0 days 01:06:02.554000,0 days 00:00:31.475000,0 days 00:00:42.791000,0 days 00:00:26.702000,0 days 01:04:54.402000,0 days 01:05:37.193000,0 days 01:06:03.895000,237.0,254.0,,305.0,False,MEDIUM,20.0,True,Force India,0 days 01:04:22.912000,,1,9.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:12:17.903000,VER,33,,2.0,1.0,,0 days 00:12:15.165000,0 days 00:00:36.350000,0 days 00:01:19.426000,0 days 00:01:01.330000,0 days 00:09:57.147000,0 days 00:11:16.632000,0 days 00:12:17.999000,151.0,104.0,,311.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:09:20.801000,,126,19.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:45:07.681000,SIR,35,0 days 00:01:43.477000,22.0,1.0,,0 days 00:45:05.946000,0 days 00:00:32.297000,0 days 00:00:43.789000,0 days 00:00:27.391000,0 days 00:43:56.523000,0 days 00:44:40.312000,0 days 00:45:07.703000,235.0,245.0,,292.0,False,SOFT,21.0,True,Williams,0 days 00:43:24.204000,,1,17.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:14:41.209000,SIR,35,0 days 00:01:39.484000,40.0,2.0,,0 days 01:14:39.533000,0 days 00:00:30.744000,0 days 00:00:42.150000,0 days 00:00:26.590000,0 days 01:13:32.491000,0 days 01:14:14.641000,0 days 01:14:41.231000,240.0,254.0,,297.0,False,MEDIUM,18.0,True,Williams,0 days 01:13:01.725000,,1,16.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:48:55.940000,HAM,44,0 days 00:01:40.383000,25.0,1.0,,0 days 00:50:30.112000,0 days 00:00:31.400000,0 days 00:00:42.329000,0 days 00:00:26.654000,0 days 00:47:46.974000,0 days 00:48:29.303000,0 days 00:48:55.957000,241.0,260.0,,,False,SOFT,27.0,False,Mercedes,0 days 00:47:15.557000,,1,3.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:35:51.114000,VET,5,0 days 00:01:39.310000,17.0,1.0,,0 days 00:37:25.563000,0 days 00:00:30.692000,0 days 00:00:41.863000,0 days 00:00:26.755000,0 days 00:34:42.519000,0 days 00:35:24.382000,0 days 00:35:51.137000,237.0,254.0,,299.0,False,SUPERSOFT,18.0,False,Ferrari,0 days 00:34:11.804000,,1,2.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:34:54.811000,SAI,55,0 days 00:01:40.981000,16.0,1.0,,0 days 00:34:53.065000,0 days 00:00:31.028000,0 days 00:00:42.824000,0 days 00:00:27.129000,0 days 00:33:44.866000,0 days 00:34:27.690000,0 days 00:34:54.819000,,253.0,,312.0,False,SUPERSOFT,18.0,False,Renault,0 days 00:33:13.830000,,1,8.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:51:32.383000,SAI,55,0 days 00:01:40.446000,26.0,2.0,,0 days 00:51:31.334000,0 days 00:00:30.633000,0 days 00:00:42.850000,0 days 00:00:26.963000,0 days 00:50:22.578000,0 days 00:51:05.428000,0 days 00:51:32.391000,239.0,252.0,,317.0,False,SUPERSOFT,13.0,False,Renault,0 days 00:49:51.937000,,12,15.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:37:35.216000,RAI,7,0 days 00:01:39.187000,18.0,1.0,,0 days 00:39:09.635000,0 days 00:00:30.616000,0 days 00:00:41.942000,0 days 00:00:26.629000,0 days 00:36:26.665000,0 days 00:37:08.607000,0 days 00:37:35.236000,244.0,256.0,,297.0,False,SUPERSOFT,20.0,False,Ferrari,0 days 00:35:56.029000,,1,2.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:03:14.673000,RAI,7,0 days 00:01:37.888000,34.0,2.0,,0 days 01:04:49.266000,0 days 00:00:30.282000,0 days 00:00:41.129000,0 days 00:00:26.477000,0 days 01:02:07.087000,0 days 01:02:48.216000,0 days 01:03:14.693000,242.0,262.0,,304.0,False,SOFT,15.0,True,Ferrari,0 days 01:01:36.785000,,1,3.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:39:06.172000,BOT,77,0 days 00:01:39.344000,19.0,1.0,,0 days 00:40:40.566000,0 days 00:00:30.609000,0 days 00:00:41.920000,0 days 00:00:26.815000,0 days 00:37:57.455000,0 days 00:38:39.375000,0 days 00:39:06.190000,,255.0,,,False,SUPERSOFT,21.0,False,Mercedes,0 days 00:37:26.828000,,1,1.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:38:13.876000,GRO,8,0 days 00:01:41.290000,18.0,1.0,,0 days 00:38:12.553000,0 days 00:00:31.334000,0 days 00:00:42.792000,0 days 00:00:27.164000,0 days 00:37:03.952000,0 days 00:37:46.744000,0 days 00:38:13.908000,,253.0,,299.0,False,SUPERSOFT,17.0,True,Haas F1 Team,0 days 00:36:32.586000,,1,8.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:57:57.465000,GRO,8,0 days 00:01:40.026000,30.0,2.0,,0 days 00:57:55.840000,0 days 00:00:31.131000,0 days 00:00:42.129000,0 days 00:00:26.766000,0 days 00:56:48.602000,0 days 00:57:30.731000,0 days 00:57:57.497000,229.0,258.0,,322.0,False,SOFT,12.0,True,Haas F1 Team,0 days 00:56:17.439000,,1,10.0,,,False,False,2018,Bahrain Grand Prix
0 days 01:22:27.941000,GRO,8,0 days 00:01:43.994000,45.0,3.0,,0 days 01:22:26.202000,0 days 00:00:32.377000,0 days 00:00:43.289000,0 days 00:00:28.328000,0 days 01:21:16.356000,0 days 01:21:59.645000,0 days 01:22:27.973000,230.0,250.0,,297.0,False,SUPERSOFT,15.0,True,Haas F1 Team,0 days 01:20:43.947000,,1,14.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:46:24.222000,ERI,9,0 days 00:01:42.242000,23.0,1.0,,0 days 00:46:22.851000,0 days 00:00:31.814000,0 days 00:00:42.899000,0 days 00:00:27.529000,0 days 00:45:13.820000,0 days 00:45:56.719000,0 days 00:46:24.248000,236.0,254.0,,297.0,False,SOFT,22.0,True,Sauber,0 days 00:44:41.980000,,1,9.0,,,False,False,2018,Bahrain Grand Prix
0 days 00:35:58.532000,RIC,3,0 days 00:01:44.248000,17.0,1.0,,0 days 00:35:57,0 days 00:00:26.626000,0 days 00:00:30.078000,0 days 00:00:47.544000,0 days 00:34:40.932000,0 days 00:35:11.010000,0 days 00:35:58.554000,273.0,265.0,,310.0,False,ULTRASOFT,19.0,False,Red Bull Racing,0 days 00:34:14.284000,,,6.0,,,False,False,2018,Chinese Grand Prix
0 days 00:59:17.995000,RIC,3,0 days 00:01:48.178000,31.0,1.0,,0 days 00:59:16.271000,0 days 00:00:26.227000,0 days 00:00:29.244000,0 days 00:00:52.707000,0 days 00:57:56.066000,0 days 00:58:25.310000,0 days 00:59:18.017000,275.0,271.0,,310.0,False,ULTRASOFT,33.0,False,Red Bull Racing,0 days 00:57:29.817000,,14,5.0,,,False,False,2018,Chinese Grand Prix
0 days 00:39:04.492000,BOT,77,0 days 00:01:43.746000,19.0,1.0,,0 days 00:39:02.708000,0 days 00:00:26.620000,0 days 00:00:29.625000,0 days 00:00:47.501000,0 days 00:37:47.387000,0 days 00:38:17.012000,0 days 00:39:04.513000,270.0,269.0,,,False,SOFT,21.0,False,Mercedes,0 days 00:37:20.746000,,,2.0,,,False,False,2018,Chinese Grand Prix
0 days 00:52:30.157000,RAI,7,0 days 00:01:46.198000,27.0,1.0,,0 days 00:52:28.609000,0 days 00:00:27.005000,0 days 00:00:31.549000,0 days 00:00:47.644000,0 days 00:51:10.983000,0 days 00:51:42.532000,0 days 00:52:30.176000,280.0,272.0,,313.0,False,SOFT,29.0,False,Ferrari,0 days 00:50:43.959000,,,4.0,,,False,False,2018,Chinese Grand Prix
0 days 00:37:35.809000,HAM,44,0 days 00:01:43.390000,18.0,1.0,,0 days 00:37:34.060000,0 days 00:00:26.402000,0 days 00:00:29.682000,0 days 00:00:47.306000,0 days 00:36:18.852000,0 days 00:36:48.534000,0 days 00:37:35.840000,,269.0,,,False,SOFT,20.0,False,Mercedes,0 days 00:35:52.419000,,,4.0,,,False,False,2018,Chinese Grand Prix
0 days 00:35:52.100000,VER,33,0 days 00:01:44.048000,17.0,1.0,,0 days 00:35:50.381000,0 days 00:00:26.744000,0 days 00:00:29.959000,0 days 00:00:47.345000,0 days 00:34:34.836000,0 days 00:35:04.795000,0 days 00:35:52.140000,,264.0,,,False,ULTRASOFT,19.0,False,Red Bull Racing,0 days 00:34:08.052000,,,4.0,,,False,False,2018,Chinese Grand Prix
0 days 00:59:08.284000,VER,33,0 days 00:01:45.059000,31.0,1.0,,0 days 00:59:06.552000,0 days 00:00:26.489000,0 days 00:00:29.249000,0 days 00:00:49.321000,0 days 00:57:49.754000,0 days 00:58:19.003000,0 days 00:59:08.324000,273.0,270.0,,314.0,False,ULTRASOFT,33.0,False,Red Bull Racing,0 days 00:57:23.225000,,14,3.0,,,False,False,2018,Chinese Grand Prix
0 days 00:29:32.600000,HUL,27,0 days 00:01:44.632000,13.0,1.0,,0 days 00:29:30.881000,0 days 00:00:26.754000,0 days 00:00:30.056000,0 days 00:00:47.822000,0 days 00:28:14.766000,0 days 00:28:44.822000,0 days 00:29:32.644000,270.0,266.0,,301.0,False,ULTRASOFT,15.0,False,Renault,0 days 00:27:47.968000,,,7.0,,,False,False,2018,Chinese Grand Prix
0 days 01:00:06.595000,HUL,27,0 days 00:02:02.077000,31.0,1.0,,0 days 01:00:04.884000,0 days 00:00:26.532000,0 days 00:00:34.899000,0 days 00:01:00.646000,0 days 00:58:31.094000,0 days 00:59:05.993000,0 days 01:00:06.639000,270.0,230.0,,240.0,False,ULTRASOFT,33.0,False,Renault,0 days 00:58:04.518000,,14,7.0,,,False,False,2018,Chinese Grand Prix
0 days 00:56:26.214000,ALO,14,0 days 00:01:45.351000,29.0,1.0,,0 days 00:56:24.955000,0 days 00:00:26.931000,0 days 00:00:30.155000,0 days 00:00:48.265000,0 days 00:55:07.813000,0 days 00:55:37.968000,0 days 00:56:26.233000,,267.0,,304.0,False,SOFT,28.0,True,McLaren,0 days 00:54:40.863000,,,8.0,,,False,False,2018,Chinese Grand Prix
0 days 00:40:40.794000,VET,5,0 days 00:01:44.136000,20.0,1.0,,0 days 00:40:39.076000,0 days 00:00:26.629000,0 days 00:00:29.988000,0 days 00:00:47.519000,0 days 00:39:23.301000,0 days 00:39:53.289000,0 days 00:40:40.808000,274.0,268.0,,306.0,False,SOFT,21.0,False,Ferrari,0 days 00:38:56.658000,,,1.0,,,False,False,2018,Chinese Grand Prix
0 days 00:27:55.770000,SAI,55,0 days 00:01:45.595000,12.0,1.0,,0 days 00:27:54.195000,0 days 00:00:27.005000,0 days 00:00:30.350000,0 days 00:00:48.240000,0 days 00:26:37.228000,0 days 00:27:07.578000,0 days 00:27:55.818000,269.0,265.0,,306.0,False,ULTRASOFT,14.0,False,Renault,0 days 00:26:10.175000,,,9.0,,,False,False,2018,Chinese Grand Prix
