Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RaceName
0 days 01:22:24.435000,NOR,4,0 days 00:01:32.254000,19.0,1.0,,0 days 01:22:00.706000,0 days 00:00:19.653000,0 days 00:00:35.366000,0 days 00:00:37.235000,0 days 01:21:11.881000,0 days 01:21:47.247000,0 days 01:22:24.482000,204.0,199.0,,279.0,False,MEDIUM,19.0,True,McLaren,0 days 01:20:52.181000,,1,4.0,,,False,False,2025,Monaco Grand Prix
0 days 02:01:25.961000,NOR,4,0 days 00:01:30.893000,50.0,2.0,,0 days 02:01:03.269000,0 days 00:00:19.674000,0 days 00:00:35.075000,0 days 00:00:36.144000,0 days 02:00:14.789000,0 days 02:00:49.864000,0 days 02:01:26.008000,205.0,203.0,,275.0,False,HARD,31.0,True,McLaren,0 days 01:59:55.068000,,1,2.0,,,False,False,2025,Monaco Grand Prix
0 days 01:15:25.078000,COL,43,0 days 00:01:35.917000,13.0,1.0,,0 days 01:15:01.421000,0 days 00:00:20.886000,0 days 00:00:37.175000,0 days 00:00:37.856000,0 days 01:14:10.098000,0 days 01:14:47.273000,0 days 01:15:25.129000,184.0,187.0,,277.0,False,HARD,13.0,True,Alpine,0 days 01:13:49.161000,,1,19.0,,,False,False,2025,Monaco Grand Prix
0 days 01:32:33.791000,COL,43,0 days 00:01:35.572000,26.0,2.0,,0 days 01:32:09.986000,0 days 00:00:20.336000,0 days 00:00:37.145000,0 days 00:00:38.091000,0 days 01:31:18.606000,0 days 01:31:55.751000,0 days 01:32:33.842000,194.0,189.0,,279.0,False,MEDIUM,20.0,False,Alpine,0 days 01:30:58.219000,,1,19.0,,,False,False,2025,Monaco Grand Prix
0 days 01:21:24.024000,HAM,44,0 days 00:01:31.862000,18.0,1.0,,0 days 01:21:01.299000,0 days 00:00:19.705000,0 days 00:00:35.837000,0 days 00:00:36.320000,0 days 01:20:11.907000,0 days 01:20:47.744000,0 days 01:21:24.064000,208.0,194.0,,276.0,False,HARD,18.0,True,Ferrari,0 days 01:19:52.162000,,1,5.0,,,False,False,2025,Monaco Grand Prix
0 days 02:09:39.914000,HAM,44,0 days 00:01:33.566000,56.0,2.0,,0 days 02:09:16.665000,0 days 00:00:19.953000,0 days 00:00:36.254000,0 days 00:00:37.359000,0 days 02:08:26.341000,0 days 02:09:02.595000,0 days 02:09:39.954000,200.0,192.0,,282.0,False,HARD,39.0,False,Ferrari,0 days 02:08:06.348000,,1,5.0,,,False,False,2025,Monaco Grand Prix
0 days 00:58:34.634000,BOR,5,0 days 00:02:25.564000,1.0,1.0,,0 days 00:57:58.119000,,0 days 00:00:58.901000,0 days 00:00:54.994000,,0 days 00:57:39.833000,0 days 00:58:34.794000,153.0,170.0,,222.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 00:56:08.809000,,126,20.0,,,False,False,2025,Monaco Grand Prix
0 days 01:32:32.648000,BOR,5,0 days 00:01:36.175000,26.0,2.0,,0 days 01:32:08.977000,0 days 00:00:20.533000,0 days 00:00:37.357000,0 days 00:00:38.285000,0 days 01:31:17.034000,0 days 01:31:54.391000,0 days 01:32:32.676000,195.0,188.0,,278.0,False,HARD,25.0,True,Kick Sauber,0 days 01:30:56.473000,,1,18.0,,,False,False,2025,Monaco Grand Prix
0 days 01:44:30.973000,BOR,5,0 days 00:01:35.247000,35.0,3.0,,0 days 01:44:07.465000,0 days 00:00:20.264000,0 days 00:00:36.876000,0 days 00:00:38.107000,0 days 01:43:16.018000,0 days 01:43:52.894000,0 days 01:44:31.001000,191.0,191.0,,282.0,False,SOFT,9.0,True,Kick Sauber,0 days 01:42:55.726000,,1,19.0,,,False,False,2025,Monaco Grand Prix
0 days 02:01:09.754000,SAI,55,0 days 00:01:32.875000,48.0,1.0,,0 days 02:00:46.035000,0 days 00:00:19.720000,0 days 00:00:35.874000,0 days 00:00:37.281000,0 days 01:59:56.627000,0 days 02:00:32.501000,0 days 02:01:09.782000,211.0,195.0,,276.0,False,HARD,48.0,True,Williams,0 days 01:59:36.879000,,1,9.0,,,False,False,2025,Monaco Grand Prix
0 days 02:07:44.579000,SAI,55,0 days 00:01:31.446000,53.0,2.0,,0 days 02:07:21.272000,0 days 00:00:19.485000,0 days 00:00:35.348000,0 days 00:00:36.613000,0 days 02:06:32.646000,0 days 02:07:07.994000,0 days 02:07:44.607000,212.0,187.0,,274.0,False,MEDIUM,5.0,True,Williams,0 days 02:06:13.133000,,1,9.0,,,False,False,2025,Monaco Grand Prix
0 days 01:16:18.636000,HAD,6,0 days 00:01:34.072000,14.0,1.0,,0 days 01:15:55.354000,0 days 00:00:19.969000,0 days 00:00:36.266000,0 days 00:00:37.837000,0 days 01:15:04.556000,0 days 01:15:40.822000,0 days 01:16:18.659000,196.0,191.0,,277.0,False,MEDIUM,14.0,True,Racing Bulls,0 days 01:14:44.564000,,1,8.0,,,False,False,2025,Monaco Grand Prix
0 days 01:23:01.275000,HAD,6,0 days 00:01:33.324000,19.0,2.0,,0 days 01:22:38.206000,0 days 00:00:20.005000,0 days 00:00:36.117000,0 days 00:00:37.202000,0 days 01:21:47.979000,0 days 01:22:24.096000,0 days 01:23:01.298000,201.0,192.0,,276.0,False,SOFT,8.0,False,Racing Bulls,0 days 01:21:27.951000,,1,8.0,,,False,False,2025,Monaco Grand Prix
0 days 02:07:45.937000,RUS,63,0 days 00:01:27.933000,53.0,1.0,,0 days 02:07:27.309000,0 days 00:00:19.740000,0 days 00:00:35.962000,0 days 00:00:32.231000,0 days 02:06:37.777000,0 days 02:07:13.739000,0 days 02:07:45.970000,203.0,194.0,,278.0,False,HARD,53.0,True,Mercedes,0 days 02:06:18.004000,,1,10.0,,,False,False,2025,Monaco Grand Prix
0 days 02:19:36.770000,RUS,63,0 days 00:01:34.078000,62.0,2.0,,0 days 02:19:12.534000,0 days 00:00:19.745000,0 days 00:00:36.358000,0 days 00:00:37.975000,0 days 02:18:22.470000,0 days 02:18:58.828000,0 days 02:19:36.803000,207.0,193.0,,280.0,False,MEDIUM,9.0,True,Mercedes,0 days 02:18:02.692000,,1,11.0,,,False,False,2025,Monaco Grand Prix
0 days 02:27:21.153000,RUS,63,0 days 00:01:31.077000,68.0,2.0,,0 days 02:26:57.920000,0 days 00:00:19.230000,0 days 00:00:35.169000,0 days 00:00:36.678000,0 days 02:26:09.339000,0 days 02:26:44.508000,0 days 02:27:21.186000,211.0,197.0,,281.0,False,MEDIUM,15.0,True,Mercedes,0 days 02:25:50.076000,,1,11.0,,,False,False,2025,Monaco Grand Prix
0 days 01:23:47.314000,PIA,81,0 days 00:01:33.720000,20.0,1.0,,0 days 01:23:22.299000,0 days 00:00:19.728000,0 days 00:00:35.365000,0 days 00:00:38.627000,0 days 01:22:33.348000,0 days 01:23:08.713000,0 days 01:23:47.340000,,196.0,,279.0,False,MEDIUM,20.0,True,McLaren,0 days 01:22:13.594000,,1,4.0,,,False,False,2025,Monaco Grand Prix
0 days 01:59:09.229000,PIA,81,0 days 00:01:31.028000,48.0,2.0,,0 days 01:58:46.120000,0 days 00:00:19.507000,0 days 00:00:35.054000,0 days 00:00:36.467000,0 days 01:57:57.734000,0 days 01:58:32.788000,0 days 01:59:09.255000,208.0,200.0,,282.0,False,HARD,28.0,True,McLaren,0 days 01:57:38.201000,,1,4.0,,,False,False,2025,Monaco Grand Prix
0 days 00:58:29.002000,BEA,87,0 days 00:02:19.932000,1.0,1.0,,0 days 00:57:39.578000,,0 days 00:00:42.114000,0 days 00:01:04.803000,,0 days 00:57:24.305000,0 days 00:58:29.060000,147.0,176.0,,277.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:56:08.809000,,126,19.0,,,False,False,2025,Monaco Grand Prix
0 days 01:20:47.113000,BEA,87,0 days 00:01:37.866000,17.0,2.0,,0 days 01:20:23.516000,0 days 00:00:20.871000,0 days 00:00:38.203000,0 days 00:00:38.792000,0 days 01:19:30.147000,0 days 01:20:08.350000,0 days 01:20:47.142000,180.0,183.0,,283.0,False,HARD,16.0,True,Haas F1 Team,0 days 01:19:09.247000,,1,19.0,,,False,False,2025,Monaco Grand Prix
0 days 01:16:53.688000,VER,1,0 days 00:01:26.030000,13.0,1.0,,0 days 01:16:50.998000,0 days 00:00:24.522000,0 days 00:00:33.331000,0 days 00:00:28.177000,0 days 01:15:52.195000,0 days 01:16:25.526000,0 days 01:16:53.703000,250.0,268.0,,309.0,False,SOFT,16.0,False,Red Bull Racing,0 days 01:15:27.658000,,1,3.0,,,False,False,2025,Spanish Grand Prix
0 days 01:38:35.823000,VER,1,0 days 00:01:24.509000,29.0,2.0,,0 days 01:38:33.050000,0 days 00:00:23.843000,0 days 00:00:32.715000,0 days 00:00:27.951000,0 days 01:37:35.172000,0 days 01:38:07.887000,0 days 01:38:35.838000,265.0,274.0,,309.0,False,SOFT,16.0,True,Red Bull Racing,0 days 01:37:11.314000,,1,2.0,,,False,False,2025,Spanish Grand Prix
0 days 02:02:46.795000,VER,1,0 days 00:01:23.558000,47.0,3.0,,0 days 02:02:44.158000,0 days 00:00:23.728000,0 days 00:00:32.149000,0 days 00:00:27.681000,0 days 02:01:46.980000,0 days 02:02:19.129000,0 days 02:02:46.810000,274.0,279.0,,315.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 02:01:23.237000,,1,3.0,,,False,False,2025,Spanish Grand Prix
0 days 02:13:47.433000,VER,1,0 days 00:01:34.644000,55.0,4.0,,0 days 02:13:44.750000,0 days 00:00:23.359000,0 days 00:00:38.480000,0 days 00:00:32.805000,0 days 02:12:36.163000,0 days 02:13:14.643000,0 days 02:13:47.448000,,204.0,,310.0,False,SOFT,11.0,False,Red Bull Racing,0 days 02:12:12.789000,,124,3.0,,,False,False,2025,Spanish Grand Prix
0 days 01:13:03.286000,GAS,10,0 days 00:01:25.670000,10.0,1.0,,0 days 01:13:00.614000,0 days 00:00:24.290000,0 days 00:00:33.002000,0 days 00:00:28.378000,0 days 01:12:01.921000,0 days 01:12:34.923000,0 days 01:13:03.301000,261.0,268.0,,309.0,False,SOFT,12.0,False,Alpine,0 days 01:11:37.616000,,1,10.0,,,False,False,2025,Spanish Grand Prix
0 days 01:42:10.312000,GAS,10,0 days 00:01:26.267000,31.0,2.0,,0 days 01:42:07.569000,0 days 00:00:24.234000,0 days 00:00:33.262000,0 days 00:00:28.771000,0 days 01:41:08.294000,0 days 01:41:41.556000,0 days 01:42:10.327000,265.0,267.0,,,False,SOFT,24.0,False,Alpine,0 days 01:40:44.045000,,1,10.0,,,False,False,2025,Spanish Grand Prix
0 days 02:15:41.352000,GAS,10,0 days 00:01:50.935000,55.0,3.0,,0 days 02:15:38.580000,0 days 00:00:33.188000,0 days 00:00:43.338000,0 days 00:00:34.409000,0 days 02:14:23.620000,0 days 02:15:06.958000,0 days 02:15:41.367000,219.0,239.0,,243.0,False,MEDIUM,24.0,True,Alpine,0 days 02:13:50.417000,,4,9.0,,,False,False,2025,Spanish Grand Prix
0 days 01:28:04.731000,ANT,12,0 days 00:01:26.745000,21.0,1.0,,0 days 01:28:01.961000,0 days 00:00:24.293000,0 days 00:00:33.587000,0 days 00:00:28.865000,0 days 01:27:02.286000,0 days 01:27:35.873000,0 days 01:28:04.738000,,274.0,,307.0,False,SOFT,24.0,False,Mercedes,0 days 01:26:37.986000,,1,4.0,,,False,False,2025,Spanish Grand Prix
0 days 02:06:07.660000,ANT,12,0 days 00:01:24.211000,49.0,2.0,,0 days 02:06:04.932000,0 days 00:00:23.722000,0 days 00:00:32.522000,0 days 00:00:27.967000,0 days 02:05:07.178000,0 days 02:05:39.700000,0 days 02:06:07.667000,274.0,276.0,,312.0,False,MEDIUM,28.0,True,Mercedes,0 days 02:04:43.449000,,1,7.0,,,False,False,2025,Spanish Grand Prix
0 days 01:20:10.637000,ALO,14,0 days 00:01:27.958000,15.0,1.0,,0 days 01:20:07.865000,0 days 00:00:24.663000,0 days 00:00:34.086000,0 days 00:00:29.209000,0 days 01:19:07.372000,0 days 01:19:41.458000,0 days 01:20:10.667000,257.0,255.0,,300.0,False,SOFT,17.0,False,Aston Martin,0 days 01:18:42.679000,,1,13.0,,,False,False,2025,Spanish Grand Prix
0 days 01:57:16.190000,ALO,14,0 days 00:01:25.467000,42.0,2.0,,0 days 01:57:13.431000,0 days 00:00:24.097000,0 days 00:00:33.126000,0 days 00:00:28.244000,0 days 01:56:14.850000,0 days 01:56:47.976000,0 days 01:57:16.220000,268.0,271.0,,,False,MEDIUM,28.0,False,Aston Martin,0 days 01:55:50.723000,,1,12.0,,,False,False,2025,Spanish Grand Prix
0 days 02:13:55.669000,ALO,14,0 days 00:01:37.388000,54.0,3.0,,0 days 02:13:53.176000,0 days 00:00:23.591000,0 days 00:00:40.736000,0 days 00:00:33.061000,0 days 02:12:41.902000,0 days 02:13:22.638000,0 days 02:13:55.699000,262.0,212.0,,309.0,False,SOFT,15.0,False,Aston Martin,0 days 02:12:18.281000,,124,11.0,,,False,False,2025,Spanish Grand Prix
0 days 01:22:24.885000,LEC,16,0 days 00:01:25.153000,17.0,1.0,,0 days 01:22:22.089000,0 days 00:00:24.018000,0 days 00:00:32.833000,0 days 00:00:28.302000,0 days 01:21:23.793000,0 days 01:21:56.626000,0 days 01:22:24.928000,273.0,284.0,,308.0,False,SOFT,18.0,False,Ferrari,0 days 01:20:59.732000,,1,3.0,,,False,False,2025,Spanish Grand Prix
0 days 01:53:35.021000,LEC,16,0 days 00:01:25.756000,40.0,2.0,,0 days 01:53:32.336000,0 days 00:00:23.910000,0 days 00:00:33.227000,0 days 00:00:28.619000,0 days 01:52:33.218000,0 days 01:53:06.445000,0 days 01:53:35.064000,279.0,285.0,,312.0,False,MEDIUM,23.0,True,Ferrari,0 days 01:52:09.265000,,1,4.0,,,False,False,2025,Spanish Grand Prix
0 days 02:14:10.507000,LEC,16,0 days 00:01:41.931000,55.0,3.0,,0 days 02:14:07.841000,0 days 00:00:24.319000,0 days 00:00:43.486000,0 days 00:00:34.126000,0 days 02:12:52.938000,0 days 02:13:36.424000,0 days 02:14:10.550000,270.0,184.0,,313.0,False,MEDIUM,15.0,True,Ferrari,0 days 02:12:28.576000,,124,4.0,,,False,False,2025,Spanish Grand Prix
0 days 01:10:31.410000,TSU,22,0 days 00:01:27.017000,8.0,1.0,,0 days 01:10:28.681000,0 days 00:00:24.167000,0 days 00:00:33.996000,0 days 00:00:28.854000,0 days 01:09:28.568000,0 days 01:10:02.564000,0 days 01:10:31.418000,249.0,268.0,,336.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:09:04.393000,,1,18.0,,,False,False,2025,Spanish Grand Prix
0 days 01:32:41.921000,TSU,22,0 days 00:01:26.048000,24.0,2.0,,0 days 01:32:39.185000,0 days 00:00:24.234000,0 days 00:00:33.403000,0 days 00:00:28.411000,0 days 01:31:40.115000,0 days 01:32:13.518000,0 days 01:32:41.929000,257.0,269.0,,,False,SOFT,16.0,True,Red Bull Racing,0 days 01:31:15.873000,,1,15.0,,,False,False,2025,Spanish Grand Prix
0 days 02:00:08.993000,TSU,22,0 days 00:01:27.462000,44.0,3.0,,0 days 02:00:06.313000,0 days 00:00:25.817000,0 days 00:00:33.299000,0 days 00:00:28.346000,0 days 01:59:07.356000,0 days 01:59:40.655000,0 days 02:00:09.001000,255.0,275.0,,263.0,False,SOFT,20.0,True,Red Bull Racing,0 days 01:58:41.531000,,1,13.0,,,False,False,2025,Spanish Grand Prix
0 days 02:14:03.296000,TSU,22,0 days 00:01:40.175000,54.0,4.0,,0 days 02:14:00.538000,0 days 00:00:24.055000,0 days 00:00:42.601000,0 days 00:00:33.519000,0 days 02:12:47.184000,0 days 02:13:29.785000,0 days 02:14:03.304000,251.0,212.0,,338.0,False,SOFT,10.0,True,Red Bull Racing,0 days 02:12:23.121000,,124,15.0,,,False,False,2025,Spanish Grand Prix
0 days 01:07:41.268000,ALB,23,0 days 00:01:26.284000,6.0,1.0,,0 days 01:07:38.535000,0 days 00:00:24.112000,0 days 00:00:33.666000,0 days 00:00:28.506000,0 days 01:06:39.132000,0 days 01:07:12.798000,0 days 01:07:41.304000,253.0,271.0,,,False,SOFT,9.0,False,Williams,0 days 01:06:14.984000,,1,18.0,,,False,False,2025,Spanish Grand Prix
0 days 01:35:34.577000,ALB,23,0 days 00:01:29.868000,26.0,2.0,,0 days 01:35:31.882000,0 days 00:00:24.156000,0 days 00:00:36.504000,0 days 00:00:29.208000,0 days 01:34:28.901000,0 days 01:35:05.405000,0 days 01:35:34.613000,253.0,254.0,,316.0,False,SOFT,20.0,True,Williams,0 days 01:34:04.709000,,1,17.0,,,False,False,2025,Spanish Grand Prix
0 days 01:37:36.796000,ALB,23,0 days 00:02:02.219000,27.0,3.0,0 days 01:36:09.501000,0 days 01:37:34.115000,0 days 00:00:59.458000,0 days 00:00:33.691000,0 days 00:00:29.070000,0 days 01:36:34.071000,0 days 01:37:07.762000,0 days 01:37:36.832000,244.0,262.0,,248.0,False,SOFT,21.0,False,Williams,0 days 01:35:34.577000,,1,19.0,,,False,False,2025,Spanish Grand Prix
0 days 01:11:43.134000,HUL,27,0 days 00:01:25.851000,9.0,1.0,,0 days 01:11:40.454000,0 days 00:00:24.064000,0 days 00:00:33.408000,0 days 00:00:28.379000,0 days 01:10:41.347000,0 days 01:11:14.755000,0 days 01:11:43.134000,261.0,267.0,,334.0,False,SOFT,9.0,True,Kick Sauber,0 days 01:10:17.283000,,1,11.0,,,False,False,2025,Spanish Grand Prix
0 days 02:01:06.114000,HUL,27,0 days 00:01:25.589000,45.0,2.0,,0 days 02:01:03.489000,0 days 00:00:24.137000,0 days 00:00:33.064000,0 days 00:00:28.388000,0 days 02:00:04.662000,0 days 02:00:37.726000,0 days 02:01:06.114000,270.0,279.0,,,False,MEDIUM,36.0,True,Kick Sauber,0 days 01:59:40.525000,,1,9.0,,,False,False,2025,Spanish Grand Prix
0 days 02:17:04.470000,HUL,27,0 days 00:01:33.749000,56.0,3.0,,0 days 02:17:01.732000,0 days 00:00:28.083000,0 days 00:00:34.244000,0 days 00:00:31.422000,0 days 02:15:58.804000,0 days 02:16:33.048000,0 days 02:17:04.470000,209.0,206.0,,267.0,False,SOFT,11.0,True,Kick Sauber,0 days 02:15:30.721000,,4,8.0,,,False,False,2025,Spanish Grand Prix
0 days 01:24:11.080000,LAW,30,0 days 00:01:27.446000,18.0,1.0,,0 days 01:24:08.445000,0 days 00:00:24.999000,0 days 00:00:33.784000,0 days 00:00:28.663000,0 days 01:23:08.642000,0 days 01:23:42.426000,0 days 01:24:11.089000,258.0,266.0,,306.0,False,SOFT,18.0,True,Racing Bulls,0 days 01:22:43.634000,,1,9.0,,,False,False,2025,Spanish Grand Prix
0 days 01:59:52.746000,LAW,30,0 days 00:01:24.710000,44.0,2.0,,0 days 01:59:50.122000,0 days 00:00:23.996000,0 days 00:00:32.771000,0 days 00:00:27.943000,0 days 01:58:52.041000,0 days 01:59:24.812000,0 days 01:59:52.755000,268.0,273.0,,,False,MEDIUM,26.0,True,Racing Bulls,0 days 01:58:28.036000,,1,10.0,,,False,False,2025,Spanish Grand Prix
0 days 01:27:08.150000,OCO,31,0 days 00:01:28.077000,20.0,1.0,,0 days 01:27:05.433000,0 days 00:00:24.951000,0 days 00:00:33.760000,0 days 00:00:29.366000,0 days 01:26:05.044000,0 days 01:26:38.804000,0 days 01:27:08.170000,243.0,264.0,,309.0,False,SOFT,20.0,True,Haas F1 Team,0 days 01:25:40.073000,,1,12.0,,,False,False,2025,Spanish Grand Prix
0 days 01:58:47.860000,OCO,31,0 days 00:01:25.554000,43.0,2.0,,0 days 01:58:45.209000,0 days 00:00:24.677000,0 days 00:00:32.699000,0 days 00:00:28.178000,0 days 01:57:47.003000,0 days 01:58:19.702000,0 days 01:58:47.880000,269.0,278.0,,,False,MEDIUM,23.0,True,Haas F1 Team,0 days 01:57:22.306000,,1,14.0,,,False,False,2025,Spanish Grand Prix
0 days 01:27:40.924000,NOR,4,0 days 00:01:25.617000,21.0,1.0,,0 days 01:27:38.148000,0 days 00:00:23.886000,0 days 00:00:33.215000,0 days 00:00:28.516000,0 days 01:26:39.222000,0 days 01:27:12.437000,0 days 01:27:40.953000,269.0,273.0,,311.0,False,SOFT,21.0,True,McLaren,0 days 01:26:15.307000,,1,2.0,,,False,False,2025,Spanish Grand Prix
0 days 02:04:02.864000,NOR,4,0 days 00:01:23.999000,48.0,2.0,,0 days 02:04:00.195000,0 days 00:00:23.492000,0 days 00:00:32.329000,0 days 00:00:28.178000,0 days 02:03:02.386000,0 days 02:03:34.715000,0 days 02:04:02.893000,,278.0,,,False,MEDIUM,27.0,True,McLaren,0 days 02:02:38.865000,,1,2.0,,,False,False,2025,Spanish Grand Prix
0 days 02:13:43.573000,NOR,4,0 days 00:01:33.197000,55.0,3.0,,0 days 02:13:40.876000,0 days 00:00:23.085000,0 days 00:00:38.119000,0 days 00:00:31.993000,0 days 02:12:33.490000,0 days 02:13:11.609000,0 days 02:13:43.602000,274.0,141.0,,,False,SOFT,10.0,False,McLaren,0 days 02:12:10.376000,,124,2.0,,,False,False,2025,Spanish Grand Prix
0 days 01:18:48.777000,COL,43,0 days 00:01:26.715000,14.0,1.0,,0 days 01:18:46.119000,0 days 00:00:24.374000,0 days 00:00:33.557000,0 days 00:00:28.784000,0 days 01:17:46.447000,0 days 01:18:20.004000,0 days 01:18:48.788000,269.0,271.0,,311.0,False,SOFT,14.0,True,Alpine,0 days 01:17:22.062000,,1,14.0,,,False,False,2025,Spanish Grand Prix
0 days 01:53:42.317000,COL,43,0 days 00:01:26.444000,39.0,2.0,,0 days 01:53:39.561000,0 days 00:00:24.287000,0 days 00:00:33.426000,0 days 00:00:28.731000,0 days 01:52:40.171000,0 days 01:53:13.597000,0 days 01:53:42.328000,266.0,266.0,,311.0,False,MEDIUM,25.0,True,Alpine,0 days 01:52:15.873000,,1,18.0,,,False,False,2025,Spanish Grand Prix
0 days 02:14:37.403000,COL,43,0 days 00:01:48.581000,54.0,3.0,,0 days 02:14:34.669000,0 days 00:00:31.090000,0 days 00:00:42.321000,0 days 00:00:35.170000,0 days 02:13:19.923000,0 days 02:14:02.244000,0 days 02:14:37.414000,222.0,174.0,,,False,SOFT,15.0,True,Alpine,0 days 02:12:48.822000,,24,17.0,,,False,False,2025,Spanish Grand Prix
0 days 01:21:07.948000,HAM,44,0 days 00:01:25.739000,16.0,1.0,,0 days 01:21:05.232000,0 days 00:00:24.214000,0 days 00:00:32.885000,0 days 00:00:28.640000,0 days 01:20:06.461000,0 days 01:20:39.346000,0 days 01:21:07.986000,269.0,279.0,,308.0,False,SOFT,19.0,False,Ferrari,0 days 01:19:42.209000,,1,5.0,,,False,False,2025,Spanish Grand Prix
0 days 02:01:49.982000,HAM,44,0 days 00:01:25.116000,46.0,2.0,,0 days 02:01:47.305000,0 days 00:00:23.868000,0 days 00:00:32.526000,0 days 00:00:28.722000,0 days 02:00:48.772000,0 days 02:01:21.298000,0 days 02:01:50.020000,,284.0,,,False,MEDIUM,30.0,True,Ferrari,0 days 02:00:24.866000,,1,4.0,,,False,False,2025,Spanish Grand Prix
0 days 02:14:26.596000,HAM,44,0 days 00:01:45.765000,55.0,3.0,,0 days 02:14:23.842000,0 days 00:00:30.414000,0 days 00:00:41.530000,0 days 00:00:33.821000,0 days 02:13:11.283000,0 days 02:13:52.813000,0 days 02:14:26.634000,154.0,215.0,,,False,SOFT,12.0,False,Ferrari,0 days 02:12:40.831000,,124,6.0,,,False,False,2025,Spanish Grand Prix
0 days 01:25:41.801000,BOR,5,0 days 00:01:27.666000,19.0,1.0,,0 days 01:25:39.156000,0 days 00:00:24.382000,0 days 00:00:33.934000,0 days 00:00:29.350000,0 days 01:24:38.520000,0 days 01:25:12.454000,0 days 01:25:41.804000,,265.0,,308.0,False,SOFT,22.0,False,Kick Sauber,0 days 01:24:14.135000,,1,12.0,,,False,False,2025,Spanish Grand Prix
0 days 02:06:53.845000,BOR,5,0 days 00:01:24.483000,49.0,2.0,,0 days 02:06:51.229000,0 days 00:00:23.595000,0 days 00:00:32.605000,0 days 00:00:28.283000,0 days 02:05:52.960000,0 days 02:06:25.565000,0 days 02:06:53.848000,272.0,273.0,,313.0,False,MEDIUM,30.0,True,Kick Sauber,0 days 02:05:29.362000,,1,13.0,,,False,False,2025,Spanish Grand Prix
0 days 01:11:52.513000,SAI,55,0 days 00:01:26.311000,9.0,1.0,,0 days 01:11:49.772000,0 days 00:00:24.380000,0 days 00:00:33.724000,0 days 00:00:28.207000,0 days 01:10:50.616000,0 days 01:11:24.340000,0 days 01:11:52.547000,250.0,256.0,,313.0,False,SOFT,9.0,True,Williams,0 days 01:10:26.202000,,1,16.0,,,False,False,2025,Spanish Grand Prix
0 days 01:46:29.139000,SAI,55,0 days 00:01:26.912000,34.0,2.0,,0 days 01:46:26.464000,0 days 00:00:25.268000,0 days 00:00:33.799000,0 days 00:00:27.845000,0 days 01:45:27.529000,0 days 01:46:01.328000,0 days 01:46:29.173000,248.0,275.0,,313.0,False,SOFT,25.0,True,Williams,0 days 01:45:02.227000,,1,16.0,,,False,False,2025,Spanish Grand Prix
0 days 02:16:09.781000,SAI,55,0 days 00:02:09.946000,55.0,3.0,,0 days 02:16:07.284000,0 days 00:00:33.755000,0 days 00:00:57.059000,0 days 00:00:39.132000,0 days 02:14:33.624000,0 days 02:15:30.683000,0 days 02:16:09.815000,214.0,143.0,,278.0,False,MEDIUM,21.0,True,Williams,0 days 02:13:59.835000,,4,11.0,,,False,False,2025,Spanish Grand Prix
0 days 01:25:25.461000,HAD,6,0 days 00:01:26.307000,19.0,1.0,,0 days 01:25:22.760000,0 days 00:00:24.281000,0 days 00:00:33.307000,0 days 00:00:28.719000,0 days 01:24:23.446000,0 days 01:24:56.753000,0 days 01:25:25.472000,271.0,276.0,,306.0,False,SOFT,22.0,False,Racing Bulls,0 days 01:23:59.154000,,1,7.0,,,False,False,2025,Spanish Grand Prix
0 days 02:04:57.007000,HAD,6,0 days 00:01:24.323000,48.0,2.0,,0 days 02:04:54.151000,0 days 00:00:23.753000,0 days 00:00:32.341000,0 days 00:00:28.229000,0 days 02:03:56.448000,0 days 02:04:28.789000,0 days 02:04:57.018000,271.0,285.0,,311.0,False,MEDIUM,29.0,True,Racing Bulls,0 days 02:03:32.684000,,1,8.0,,,False,False,2025,Spanish Grand Prix
0 days 02:15:12.475000,HAD,6,0 days 00:01:50.630000,55.0,3.0,,0 days 02:15:09.769000,0 days 00:00:32.209000,0 days 00:00:43.447000,0 days 00:00:34.974000,0 days 02:13:54.065000,0 days 02:14:37.512000,0 days 02:15:12.486000,219.0,196.0,,204.0,False,SOFT,10.0,False,Racing Bulls,0 days 02:13:21.845000,,4,7.0,,,False,False,2025,Spanish Grand Prix
0 days 01:26:37.738000,RUS,63,0 days 00:01:26.155000,20.0,1.0,,0 days 01:26:34.945000,0 days 00:00:24.050000,0 days 00:00:33.320000,0 days 00:00:28.785000,0 days 01:25:35.647000,0 days 01:26:08.967000,0 days 01:26:37.752000,267.0,271.0,,311.0,False,SOFT,23.0,False,Mercedes,0 days 01:25:11.583000,,1,4.0,,,False,False,2025,Spanish Grand Prix
